driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,FastestLapSpeed,statusId
ricciardo,red_bull,3,6,20,R,0,0,,,,,,,Collision
hamilton,mercedes,44,1,1,1,25,44,1:24:42.820,5082820.0,35.0,2.0,1:46.603,236.526,Finished
vettel,ferrari,5,2,2,2,18,44,+2.358,5085178.0,41.0,1.0,1:46.577,236.583,Finished
ricciardo,red_bull,3,6,3,3,15,44,+10.791,5093611.0,44.0,3.0,1:47.549,234.445,Finished
raikkonen,ferrari,7,4,4,4,12,44,+14.471,5097291.0,36.0,5.0,1:47.730,234.051,Finished
bottas,mercedes,77,3,5,5,10,44,+16.456,5099276.0,37.0,4.0,1:47.721,234.071,Finished
hulkenberg,renault,27,7,6,6,8,44,+28.087,5110907.0,39.0,7.0,1:48.922,231.490,Finished
grosjean,haas,8,11,7,7,6,44,+31.553,5114373.0,37.0,8.0,1:49.087,231.140,Finished
massa,williams,19,16,8,8,4,44,+36.649,5119469.0,37.0,11.0,1:49.637,229.980,Finished
ocon,force_india,31,9,9,9,2,44,+38.154,5120974.0,37.0,14.0,1:49.721,229.804,Finished
sainz,toro_rosso,55,13,10,10,1,44,+39.447,5122267.0,39.0,13.0,1:49.709,229.829,Finished
stroll,williams,18,15,11,11,0,44,+48.999,5131819.0,41.0,16.0,1:50.543,228.095,Finished
kvyat,toro_rosso,26,19,12,12,0,44,+49.940,5132760.0,39.0,12.0,1:49.708,229.831,Finished
jolyon_palmer,renault,30,14,13,13,0,44,+53.239,5136059.0,44.0,10.0,1:49.283,230.725,Finished
vandoorne,mclaren,2,20,14,14,0,44,+57.078,5139898.0,44.0,15.0,1:49.907,229.415,Finished
kevin_magnussen,haas,20,12,15,15,0,44,+1:07.262,5150082.0,36.0,9.0,1:49.126,231.057,Finished
ericsson,sauber,9,17,16,16,0,44,+1:09.711,5152531.0,25.0,17.0,1:50.775,227.618,Finished
perez,force_india,11,8,17,17,0,42,,,27.0,6.0,1:48.300,232.819,Gearbox
alonso,mclaren,14,10,18,R,0,25,,,12.0,19.0,1:51.720,225.692,Engine
max_verstappen,red_bull,33,5,19,R,0,7,,,5.0,18.0,1:51.022,227.111,Engine
wehrlein,sauber,94,18,20,R,0,2,,,,,,,Collision
hamilton,mercedes,44,1,1,1,25,53,1:15:32.312,4532312.0,50.0,2.0,1:23.488,249.793,Finished
bottas,mercedes,77,4,2,2,18,53,+4.471,4536783.0,53.0,3.0,1:23.488,249.095,Finished
vettel,ferrari,5,6,3,3,15,53,+36.317,4568629.0,51.0,4.0,1:23.897,248.576,Finished
ricciardo,red_bull,3,16,4,4,12,53,+40.335,4572647.0,49.0,1.0,1:23.361,250.174,Finished
raikkonen,ferrari,7,5,5,5,10,53,+1:00.082,4592394.0,43.0,8.0,1:25.054,245.194,Finished
ocon,force_india,31,3,6,6,8,53,+1:11.528,4603840.0,53.0,11.0,1:25.054,243.482,Finished
stroll,williams,18,2,7,7,6,53,+1:14.156,4606468.0,51.0,10.0,1:25.625,243.559,Finished
massa,williams,19,7,8,8,4,53,+1:14.834,4607146.0,30.0,9.0,1:25.477,243.981,Finished
perez,force_india,11,10,9,9,2,53,+1:15.276,4607588.0,48.0,6.0,1:24.968,245.442,Finished
max_verstappen,red_bull,33,13,10,10,1,52,,,48.0,5.0,1:24.351,247.238,+1 Lap
kevin_magnussen,haas,20,9,11,11,0,52,,,48.0,15.0,1:26.037,242.393,+1 Lap
kvyat,toro_rosso,26,8,12,12,0,52,,,43.0,14.0,1:25.894,242.796,+1 Lap
hulkenberg,renault,27,14,13,13,0,52,,,46.0,16.0,1:26.131,242.128,+1 Lap
sainz,toro_rosso,55,15,14,14,0,52,,,46.0,17.0,1:26.210,241.906,+1 Lap
grosjean,haas,8,20,15,15,0,52,,,48.0,7.0,1:25.020,245.292,+1 Lap
wehrlein,sauber,94,12,16,16,0,51,,,47.0,18.0,1:26.547,240.965,+2 Laps
alonso,mclaren,14,19,17,17,0,50,,,44.0,13.0,1:25.871,242.861,Gearbox
ericsson,sauber,9,11,18,18,0,49,,,20.0,20.0,1:27.663,237.897,Gearbox
vandoorne,mclaren,2,18,19,R,0,33,,,30.0,19.0,1:26.912,239.953,Engine
jolyon_palmer,renault,30,17,20,R,0,29,,,27.0,12.0,1:25.752,243.198,Engine
hamilton,mercedes,44,5,1,1,25,58,2:03:23.544,7403544.0,55.0,1.0,1:45.008,173.643,Finished
ricciardo,red_bull,3,3,2,2,18,58,+4.507,7408051.0,57.0,2.0,1:45.301,173.160,Finished
bottas,mercedes,77,6,3,3,15,58,+8.800,7412344.0,54.0,3.0,1:45.405,172.989,Finished
sainz,toro_rosso,55,10,4,4,12,58,+22.822,7426366.0,52.0,4.0,1:46.537,171.151,Finished
perez,force_india,11,12,5,5,10,58,+25.359,7428903.0,52.0,7.0,1:46.731,170.840,Finished
jolyon_palmer,renault,30,11,6,6,8,58,+27.259,7430803.0,52.0,5.0,1:46.722,170.855,Finished
vandoorne,mclaren,2,9,7,7,6,58,+30.388,7433932.0,57.0,6.0,1:46.722,170.855,Finished
stroll,williams,18,18,8,8,4,58,+41.696,7445240.0,55.0,9.0,1:47.512,169.599,Finished
grosjean,haas,8,15,9,9,2,58,+43.282,7446826.0,54.0,11.0,1:47.637,169.402,Finished
ocon,force_india,31,14,10,10,1,58,+44.795,7448339.0,52.0,12.0,1:47.677,169.339,Finished
massa,williams,19,17,11,11,0,58,+46.536,7450080.0,58.0,8.0,1:47.055,170.323,Finished
wehrlein,sauber,94,19,12,12,0,56,,,56.0,14.0,1:49.061,167.190,+2 Laps
kevin_magnussen,haas,20,16,13,R,0,50,,,44.0,10.0,1:47.585,169.484,Engine
hulkenberg,renault,27,7,14,R,0,48,,,37.0,13.0,1:48.011,168.816,Engine
ericsson,sauber,9,20,15,R,0,35,,,35.0,15.0,1:52.496,162.085,Accident
kvyat,toro_rosso,26,13,16,R,0,10,,,10.0,16.0,2:10.512,139.711,Accident
alonso,mclaren,14,8,17,R,0,8,,,6.0,17.0,2:13.579,136.503,Collision damage
vettel,ferrari,5,1,18,R,0,0,,,,,,,Accident
max_verstappen,red_bull,33,2,19,R,0,0,,,,,,,Accident
raikkonen,ferrari,7,4,20,R,0,0,,,,,,,Accident
max_verstappen,red_bull,33,3,1,1,25,56,1:30:01.290,5401290.0,50.0,4.0,1:34.467,211.235,Finished
hamilton,mercedes,44,1,2,2,18,56,+12.770,5414060.0,48.0,3.0,1:34.452,211.269,Finished
ricciardo,red_bull,3,4,3,3,15,56,+22.519,5423809.0,55.0,5.0,1:34.770,210.560,Finished
vettel,ferrari,5,20,4,4,12,56,+37.362,5438652.0,41.0,1.0,1:34.080,212.104,Finished
bottas,mercedes,77,5,5,5,10,56,+56.021,5457311.0,44.0,6.0,1:35.284,209.424,Finished
perez,force_india,11,9,6,6,8,56,+1:18.630,5479920.0,32.0,7.0,1:35.591,208.751,Finished
vandoorne,mclaren,2,7,7,7,6,55,,,49.0,9.0,1:35.931,208.012,+1 Lap
stroll,williams,18,13,8,8,4,55,,,46.0,12.0,1:36.627,206.513,+1 Lap
massa,williams,19,11,9,9,2,55,,,44.0,14.0,1:36.944,205.838,+1 Lap
ocon,force_india,31,6,10,10,1,55,,,36.0,15.0,1:37.075,205.560,+1 Lap
alonso,mclaren,14,10,11,11,0,55,,,11.0,11.0,1:36.501,206.783,+1 Lap
kevin_magnussen,haas,20,17,12,12,0,55,,,46.0,18.0,1:37.192,205.313,+1 Lap
grosjean,haas,8,16,13,13,0,55,,,49.0,8.0,1:35.796,208.305,+1 Lap
gasly,toro_rosso,10,15,14,14,0,55,,,45.0,16.0,1:37.170,205.359,+1 Lap
jolyon_palmer,renault,30,12,15,15,0,55,,,45.0,17.0,1:37.186,205.325,+1 Lap
hulkenberg,renault,27,8,16,16,0,55,,,52.0,2.0,1:34.266,211.686,+1 Lap
wehrlein,sauber,94,18,17,17,0,55,,,53.0,10.0,1:36.395,207.010,+1 Lap
ericsson,sauber,9,19,18,18,0,54,,,54.0,13.0,1:36.630,206.507,+2 Laps
sainz,toro_rosso,55,14,19,R,0,29,,,27.0,19.0,1:38.123,203.365,Engine
raikkonen,ferrari,7,0,20,R,0,0,,,,,,,Battery
hamilton,mercedes,44,1,1,1,25,53,1:27:31.194,5251194.0,43.0,6.0,1:33.780,222.917,Finished
max_verstappen,red_bull,33,4,2,2,18,53,+1.211,5252405.0,51.0,5.0,1:33.730,223.036,Finished
ricciardo,red_bull,3,3,3,3,15,53,+9.679,5260873.0,52.0,3.0,1:33.694,223.122,Finished
bottas,mercedes,77,6,4,4,12,53,+10.580,5261774.0,50.0,1.0,1:33.144,224.439,Finished
raikkonen,ferrari,7,10,5,5,10,53,+32.622,5283816.0,50.0,2.0,1:33.175,224.364,Finished
ocon,force_india,31,5,6,6,8,53,+1:07.788,5318982.0,50.0,11.0,1:34.843,220.419,Finished
perez,force_india,11,7,7,7,6,53,+1:11.424,5322618.0,23.0,10.0,1:34.744,220.649,Finished
kevin_magnussen,haas,20,12,8,8,4,53,+1:28.953,5340147.0,50.0,13.0,1:35.338,219.274,Finished
grosjean,haas,8,13,9,9,2,53,+1:29.883,5341077.0,50.0,14.0,1:35.347,219.253,Finished
massa,williams,19,8,10,10,1,52,,,50.0,16.0,1:35.943,217.891,+1 Lap
alonso,mclaren,14,20,11,11,0,52,,,45.0,12.0,1:35.111,219.797,+1 Lap
jolyon_palmer,renault,30,18,12,12,0,52,,,50.0,7.0,1:34.095,222.171,+1 Lap
gasly,toro_rosso,10,14,13,13,0,52,,,45.0,8.0,1:34.533,221.141,+1 Lap
vandoorne,mclaren,2,9,14,14,0,52,,,49.0,4.0,1:33.724,223.050,+1 Lap
wehrlein,sauber,94,17,15,15,0,51,,,27.0,17.0,1:36.430,216.791,+2 Laps
stroll,williams,18,15,16,R,0,45,,,37.0,9.0,1:34.548,221.106,Wheel
hulkenberg,renault,27,11,17,R,0,40,,,28.0,15.0,1:35.883,218.028,Front wing
ericsson,sauber,9,16,18,R,0,7,,,7.0,18.0,1:38.596,212.028,Accident
vettel,ferrari,5,2,19,R,0,4,,,2.0,19.0,2:06.457,165.314,Spark plugs
sainz,toro_rosso,55,19,20,R,0,0,,,,,,,Accident
hamilton,mercedes,44,1,1,1,25,56,1:33:50.991,5630991.0,48.0,5.0,1:38.776,200.927,Finished
vettel,ferrari,5,2,2,2,18,56,+10.143,5641134.0,51.0,1.0,1:37.766,203.003,Finished
raikkonen,ferrari,7,5,3,3,15,56,+15.779,5646770.0,42.0,6.0,1:38.809,200.860,Finished
max_verstappen,red_bull,33,16,4,4,12,56,+16.768,5647759.0,39.0,4.0,1:38.060,202.394,Finished
bottas,mercedes,77,3,5,5,10,56,+34.967,5665958.0,54.0,2.0,1:37.767,203.001,Finished
ocon,force_india,31,6,6,6,8,56,+1:30.980,5721971.0,53.0,13.0,1:40.499,197.482,Finished
sainz,renault,55,7,7,7,6,56,+1:32.944,5723935.0,43.0,12.0,1:40.462,197.555,Finished
perez,force_india,11,9,8,8,4,55,,,14.0,14.0,1:40.851,196.793,+1 Lap
massa,williams,19,10,9,9,2,55,,,36.0,10.0,1:40.131,198.208,+1 Lap
kvyat,toro_rosso,26,11,10,10,1,55,,,19.0,15.0,1:40.971,196.559,+1 Lap
stroll,williams,18,15,11,11,0,55,,,38.0,7.0,1:39.666,199.133,+1 Lap
vandoorne,mclaren,2,20,12,12,0,55,,,27.0,11.0,1:40.349,197.777,+1 Lap
brendon_hartley,toro_rosso,39,19,13,13,0,55,,,47.0,8.0,1:39.979,198.509,+1 Lap
grosjean,haas,8,12,14,14,0,55,,,36.0,17.0,1:41.259,196.000,+1 Lap
ericsson,sauber,9,13,15,15,0,55,,,42.0,16.0,1:41.041,196.423,+1 Lap
kevin_magnussen,haas,20,17,16,16,0,55,,,51.0,3.0,1:37.893,202.739,+1 Lap
alonso,mclaren,14,8,17,R,0,24,,,21.0,18.0,1:41.537,195.463,Engine
ricciardo,red_bull,3,4,18,R,0,14,,,14.0,9.0,1:40.102,198.265,Engine
wehrlein,sauber,94,14,19,R,0,5,,,2.0,20.0,1:47.073,185.357,Collision
hulkenberg,renault,27,18,20,R,0,3,,,2.0,19.0,1:44.270,190.340,Engine
max_verstappen,red_bull,33,2,1,1,25,71,1:36:26.552,5786552.0,65.0,2.0,1:18.892,196.400,Finished
bottas,mercedes,77,4,2,2,18,71,+19.678,5806230.0,70.0,3.0,1:19.374,195.207,Finished
raikkonen,ferrari,7,5,3,3,15,71,+54.007,5840559.0,59.0,6.0,1:20.054,193.549,Finished
vettel,ferrari,5,1,4,4,12,71,+1:10.078,5856630.0,68.0,1.0,1:18.785,196.666,Finished
ocon,force_india,31,6,5,5,10,70,,,67.0,9.0,1:20.946,191.416,+1 Lap
stroll,williams,18,11,6,6,8,70,,,53.0,12.0,1:21.062,191.142,+1 Lap
perez,force_india,11,9,7,7,6,70,,,54.0,4.0,1:19.929,193.852,+1 Lap
kevin_magnussen,haas,20,14,8,8,4,70,,,68.0,14.0,1:21.214,190.784,+1 Lap
hamilton,mercedes,44,3,9,9,2,70,,,69.0,5.0,1:19.945,193.813,+1 Lap
alonso,mclaren,14,18,10,10,1,70,,,50.0,11.0,1:21.014,191.255,+1 Lap
massa,williams,19,10,11,11,0,70,,,55.0,13.0,1:21.136,190.968,+1 Lap
vandoorne,mclaren,2,19,12,12,0,70,,,66.0,10.0,1:20.972,191.355,+1 Lap
gasly,toro_rosso,10,20,13,13,0,70,,,70.0,8.0,1:20.859,191.622,+1 Lap
wehrlein,sauber,94,13,14,14,0,69,,,56.0,16.0,1:21.638,189.793,+2 Laps
grosjean,haas,8,15,15,15,0,69,,,64.0,7.0,1:20.345,192.848,+2 Laps
sainz,renault,55,8,16,R,0,59,,,34.0,15.0,1:21.360,190.442,Engine
ericsson,sauber,9,12,17,R,0,55,,,54.0,17.0,1:21.686,189.682,Engine
brendon_hartley,toro_rosso,28,17,18,R,0,30,,,28.0,19.0,1:22.572,187.647,Engine
hulkenberg,renault,27,7,19,R,0,24,,,18.0,18.0,1:21.691,189.670,Electrical
ricciardo,red_bull,3,16,20,R,0,5,,,4.0,20.0,1:22.789,187.155,Engine
vettel,ferrari,5,2,1,1,25,71,1:31:26.262,5486262.0,63.0,7.0,1:12.539,213.849,Finished
bottas,mercedes,77,1,2,2,18,71,+2.762,5489024.0,58.0,5.0,1:12.466,214.064,Finished
raikkonen,ferrari,7,3,3,3,15,71,+4.600,5490862.0,61.0,6.0,1:12.492,213.987,Finished
hamilton,mercedes,44,20,4,4,12,71,+5.468,5491730.0,63.0,2.0,1:11.845,215.914,Finished
max_verstappen,red_bull,33,4,5,5,10,71,+32.940,5519202.0,64.0,1.0,1:11.044,218.349,Finished
ricciardo,red_bull,3,14,6,6,8,71,+48.691,5534953.0,71.0,4.0,1:12.029,215.363,Finished
massa,williams,19,9,7,7,6,71,+1:08.882,5555144.0,60.0,11.0,1:13.452,211.190,Finished
alonso,mclaren,14,6,8,8,4,71,+1:09.363,5555625.0,57.0,10.0,1:13.451,211.193,Finished
perez,force_india,11,5,9,9,2,71,+1:09.500,5555762.0,61.0,8.0,1:13.052,212.347,Finished
hulkenberg,renault,27,7,10,10,1,70,,,57.0,15.0,1:13.758,210.314,+1 Lap
sainz,renault,55,8,11,11,0,70,,,67.0,13.0,1:13.625,210.694,+1 Lap
gasly,toro_rosso,10,19,12,12,0,70,,,61.0,9.0,1:13.323,211.562,+1 Lap
ericsson,sauber,9,17,13,13,0,70,,,70.0,14.0,1:13.666,210.577,+1 Lap
wehrlein,sauber,94,15,14,14,0,70,,,60.0,17.0,1:14.812,207.351,+1 Lap
grosjean,haas,8,11,15,15,0,69,,,66.0,12.0,1:13.532,210.961,+2 Laps
stroll,williams,18,16,16,16,0,69,,,69.0,3.0,1:11.862,215.863,+2 Laps
brendon_hartley,toro_rosso,28,18,17,R,0,40,,,29.0,16.0,1:14.658,207.779,Engine
ocon,force_india,31,10,18,R,0,0,,,,,,,Accident
vandoorne,mclaren,2,12,19,R,0,0,,,,,,,Accident
kevin_magnussen,haas,20,13,20,R,0,0,,,,,,,Accident
bottas,mercedes,77,1,1,1,25,55,1:34:14.062,5654062.0,52.0,1.0,1:40.650,198.652,Finished
hamilton,mercedes,44,2,2,2,18,55,+3.899,5657961.0,51.0,3.0,1:41.473,197.041,Finished
vettel,ferrari,5,3,3,3,15,55,+19.330,5673392.0,5.0,2.0,1:40.770,198.416,Finished
raikkonen,ferrari,7,5,4,4,12,55,+45.386,5699448.0,53.0,7.0,1:42.338,195.376,Finished
max_verstappen,red_bull,33,6,5,5,10,55,+46.269,5700331.0,43.0,5.0,1:42.028,195.969,Finished
hulkenberg,renault,27,7,6,6,8,55,+1:25.713,5739775.0,53.0,8.0,1:42.376,195.303,Finished
perez,force_india,11,8,7,7,6,55,+1:32.062,5746124.0,52.0,11.0,1:42.689,194.708,Finished
ocon,force_india,31,9,8,8,4,55,+1:38.911,5752973.0,47.0,10.0,1:42.609,194.860,Finished
alonso,mclaren,14,11,9,9,2,54,,,26.0,4.0,1:43.378,193.410,+1 Lap
massa,williams,19,10,10,10,1,54,,,45.0,13.0,1:43.026,194.071,+1 Lap
grosjean,haas,8,16,11,11,0,54,,,51.0,9.0,1:42.437,195.187,+1 Lap
vandoorne,mclaren,2,13,12,12,0,54,,,50.0,20.0,1:43.986,192.279,+1 Lap
kevin_magnussen,haas,20,14,13,13,0,54,,,50.0,19.0,1:43.928,192.387,+1 Lap
wehrlein,sauber,94,18,14,14,0,54,,,50.0,17.0,1:43.867,192.500,+1 Lap
brendon_hartley,toro_rosso,28,20,15,15,0,54,,,52.0,18.0,1:43.897,192.444,+1 Lap
gasly,toro_rosso,10,17,16,16,0,54,,,33.0,16.0,1:43.844,192.542,+1 Lap
ericsson,sauber,9,19,17,17,0,54,,,36.0,15.0,1:43.567,193.057,+1 Lap
stroll,williams,18,15,18,18,0,54,,,52.0,6.0,1:42.324,195.402,+1 Lap
sainz,renault,55,12,19,R,0,31,,,26.0,14.0,1:43.378,193.410,Wheel
ricciardo,red_bull,3,4,20,R,0,20,,,13.0,12.0,1:42.757,194.579,Hydraulics
vettel,ferrari,5,3,1,1,25,58,1:29:33.283,5373283.0,53.0,4.0,1:26.469,220.782,Finished
hamilton,mercedes,44,1,2,2,18,58,+5.036,5378319.0,50.0,3.0,1:26.444,220.845,Finished
raikkonen,ferrari,7,2,3,3,15,58,+6.309,5379592.0,57.0,2.0,1:26.373,221.027,Finished
ricciardo,red_bull,3,8,4,4,12,58,+7.069,5380352.0,54.0,1.0,1:25.945,222.128,Finished
alonso,mclaren,14,10,5,5,10,58,+27.886,5401169.0,57.0,7.0,1:26.978,219.489,Finished
max_verstappen,red_bull,33,4,6,6,8,58,+28.945,5402228.0,54.0,5.0,1:26.880,219.737,Finished
hulkenberg,renault,27,7,7,7,6,58,+32.671,5405954.0,57.0,9.0,1:27.081,219.230,Finished
bottas,mercedes,77,15,8,8,4,58,+34.339,5407622.0,54.0,8.0,1:27.019,219.386,Finished
vandoorne,mclaren,2,11,9,9,2,58,+34.921,5408204.0,57.0,6.0,1:26.958,219.540,Finished
sainz,renault,55,9,10,10,1,58,+45.722,5419005.0,51.0,12.0,1:27.944,217.079,Finished
perez,force_india,11,12,11,11,0,58,+46.817,5420100.0,51.0,11.0,1:27.633,217.849,Finished
ocon,force_india,31,14,12,12,0,58,+1:00.278,5433561.0,57.0,10.0,1:27.600,217.931,Finished
leclerc,sauber,16,18,13,13,0,58,+1:15.759,5449042.0,56.0,15.0,1:28.759,215.085,Finished
stroll,williams,18,13,14,14,0,58,+1:18.288,5451571.0,55.0,14.0,1:28.511,215.688,Finished
brendon_hartley,toro_rosso,28,16,15,15,0,57,,,57.0,13.0,1:28.176,216.507,+1 Lap
grosjean,haas,8,6,16,R,0,24,,,23.0,16.0,1:28.805,214.974,Wheel
kevin_magnussen,haas,20,5,17,R,0,22,,,21.0,17.0,1:29.534,213.224,Wheel
gasly,toro_rosso,10,20,18,R,0,13,,,13.0,18.0,1:30.649,210.601,Engine
ericsson,sauber,9,17,19,R,0,5,,,4.0,19.0,1:32.210,207.036,Steering
sirotkin,williams,35,19,20,R,0,4,,,3.0,20.0,1:32.573,206.224,Brakes
vettel,ferrari,5,1,1,1,25,57,1:32:01.940,5521940.0,21.0,7.0,1:34.453,206.274,Finished
bottas,mercedes,77,3,2,2,18,57,+0.699,5522639.0,22.0,1.0,1:33.740,207.842,Finished
hamilton,mercedes,44,9,3,3,15,57,+6.512,5528452.0,51.0,2.0,1:33.953,207.371,Finished
gasly,toro_rosso,10,5,4,4,12,57,+1:02.234,5584174.0,46.0,11.0,1:34.863,205.382,Finished
kevin_magnussen,haas,20,6,5,5,10,57,+1:15.046,5596986.0,29.0,5.0,1:34.327,206.549,Finished
hulkenberg,renault,27,7,6,6,8,57,+1:39.024,5620964.0,50.0,9.0,1:34.667,205.807,Finished
alonso,mclaren,14,13,7,7,6,56,,,47.0,4.0,1:34.168,206.898,+1 Lap
vandoorne,mclaren,2,14,8,8,4,56,,,30.0,16.0,1:35.131,204.803,+1 Lap
ericsson,sauber,9,17,9,9,2,56,,,26.0,15.0,1:35.093,204.885,+1 Lap
ocon,force_india,31,8,10,10,1,56,,,38.0,12.0,1:35.043,204.993,+1 Lap
sainz,renault,55,10,11,11,0,56,,,35.0,18.0,1:35.535,203.937,+1 Lap
leclerc,sauber,16,19,12,12,0,56,,,35.0,14.0,1:35.075,204.924,+1 Lap
grosjean,haas,8,16,13,13,0,56,,,44.0,10.0,1:34.689,205.759,+1 Lap
stroll,williams,18,20,14,14,0,56,,,40.0,13.0,1:35.058,204.961,+1 Lap
sirotkin,williams,35,18,15,15,0,56,,,47.0,3.0,1:34.053,207.151,+1 Lap
perez,force_india,11,12,16,16,0,56,,,32.0,17.0,1:35.266,204.513,+1 Lap
brendon_hartley,toro_rosso,28,11,17,17,0,56,,,42.0,8.0,1:34.563,206.034,+1 Lap
raikkonen,ferrari,7,2,18,R,0,35,,,22.0,6.0,1:34.337,206.527,Wheel
max_verstappen,red_bull,33,15,19,R,0,3,,,,,,,Puncture
ricciardo,red_bull,3,4,20,R,0,1,,,,,,,Electrical
ricciardo,red_bull,3,6,1,1,25,56,1:35:36.380,5736380.0,55.0,1.0,1:35.785,204.871,Finished
bottas,mercedes,77,3,2,2,18,56,+8.894,5745274.0,50.0,6.0,1:36.987,202.332,Finished
raikkonen,ferrari,7,2,3,3,15,56,+9.637,5746017.0,48.0,3.0,1:36.456,203.446,Finished
hamilton,mercedes,44,4,4,4,12,56,+16.985,5753365.0,20.0,4.0,1:36.878,202.559,Finished
max_verstappen,red_bull,33,5,5,5,10,56,+20.436,5756816.0,50.0,2.0,1:36.206,203.974,Finished
hulkenberg,renault,27,7,6,6,8,56,+21.052,5757432.0,56.0,5.0,1:36.881,202.553,Finished
alonso,mclaren,14,13,7,7,6,56,+30.639,5767019.0,56.0,7.0,1:37.234,201.818,Finished
vettel,ferrari,5,1,8,8,4,56,+35.286,5771666.0,24.0,9.0,1:37.479,201.311,Finished
sainz,renault,55,9,9,9,2,56,+35.763,5772143.0,54.0,11.0,1:37.754,200.744,Finished
kevin_magnussen,haas,20,11,10,10,1,56,+39.594,5775974.0,54.0,14.0,1:38.152,199.930,Finished
ocon,force_india,31,12,11,11,0,56,+44.050,5780430.0,47.0,12.0,1:37.985,200.271,Finished
perez,force_india,11,8,12,12,0,56,+44.725,5781105.0,54.0,10.0,1:37.673,200.911,Finished
vandoorne,mclaren,2,14,13,13,0,56,+49.373,5785753.0,54.0,13.0,1:38.137,199.961,Finished
stroll,williams,18,18,14,14,0,56,+55.490,5791870.0,54.0,17.0,1:38.500,199.224,Finished
sirotkin,williams,35,16,15,15,0,56,+58.241,5794621.0,47.0,18.0,1:38.624,198.973,Finished
ericsson,sauber,9,20,16,16,0,56,+1:02.604,5798984.0,52.0,16.0,1:38.386,199.455,Finished
grosjean,haas,8,10,17,17,0,56,+1:05.296,5801676.0,51.0,8.0,1:37.410,201.453,Finished
gasly,toro_rosso,10,17,18,18,0,56,+1:06.330,5802710.0,54.0,15.0,1:38.367,199.493,Finished
leclerc,sauber,16,19,19,19,0,56,+1:22.575,5818955.0,23.0,19.0,1:38.808,198.603,Finished
brendon_hartley,toro_rosso,28,15,20,20,0,51,,,50.0,20.0,1:39.376,197.468,Collision damage
hamilton,mercedes,44,2,1,1,25,51,1:43:44.291,6224291.0,35.0,2.0,1:45.412,205.012,Finished
raikkonen,ferrari,7,6,2,2,18,51,+2.460,6226751.0,50.0,7.0,1:46.523,202.874,Finished
perez,force_india,11,8,3,3,15,51,+4.024,6228315.0,51.0,6.0,1:46.206,203.480,Finished
vettel,ferrari,5,1,4,4,12,51,+5.329,6229620.0,38.0,4.0,1:45.530,204.783,Finished
sainz,renault,55,9,5,5,10,51,+7.515,6231806.0,50.0,9.0,1:46.856,202.242,Finished
leclerc,sauber,16,13,6,6,8,51,+9.158,6233449.0,31.0,11.0,1:47.403,201.212,Finished
alonso,mclaren,14,12,7,7,6,51,+10.931,6235222.0,32.0,12.0,1:47.449,201.126,Finished
stroll,williams,18,10,8,8,4,51,+12.546,6236837.0,50.0,8.0,1:46.815,202.319,Finished
vandoorne,mclaren,2,16,9,9,2,51,+14.152,6238443.0,50.0,13.0,1:47.666,200.720,Finished
brendon_hartley,toro_rosso,28,19,10,10,1,51,+18.030,6242321.0,51.0,17.0,1:48.288,199.567,Finished
ericsson,sauber,9,18,11,11,0,51,+18.512,6242803.0,51.0,14.0,1:47.925,200.239,Finished
gasly,toro_rosso,10,17,12,12,0,51,+24.720,6249011.0,38.0,15.0,1:48.035,200.035,Finished
kevin_magnussen,haas,20,15,13,13,0,51,+40.663,6264954.0,35.0,16.0,1:48.155,199.813,Finished
bottas,mercedes,77,3,14,R,0,48,,,37.0,1.0,1:45.149,205.525,Puncture
grosjean,haas,8,20,15,R,0,42,,,34.0,10.0,1:46.880,202.196,Accident
max_verstappen,red_bull,33,5,16,R,0,39,,,31.0,5.0,1:45.771,204.316,Collision
ricciardo,red_bull,3,4,17,R,0,39,,,34.0,3.0,1:45.419,204.999,Collision
hulkenberg,renault,27,14,18,R,0,10,,,10.0,18.0,1:48.867,198.506,Accident
ocon,force_india,31,7,19,R,0,0,,,,,,,Collision
sirotkin,williams,35,11,20,R,0,0,,,,,,,Collision
hamilton,mercedes,44,1,1,1,25,66,1:35:29.972,5729972.0,64.0,3.0,1:19.133,211.770,Finished
bottas,mercedes,77,2,2,2,18,66,+20.593,5750565.0,56.0,5.0,1:19.478,210.850,Finished
max_verstappen,red_bull,33,5,3,3,15,66,+26.873,5756845.0,62.0,4.0,1:19.422,210.999,Finished
vettel,ferrari,5,3,4,4,12,66,+27.584,5757556.0,61.0,2.0,1:19.128,211.783,Finished
ricciardo,red_bull,3,6,5,5,10,66,+50.058,5780030.0,61.0,1.0,1:18.441,213.638,Finished
kevin_magnussen,haas,20,7,6,6,8,65,,,64.0,6.0,1:20.246,208.832,+1 Lap
sainz,renault,55,9,7,7,6,65,,,61.0,9.0,1:21.324,206.064,+1 Lap
alonso,mclaren,14,8,8,8,4,65,,,64.0,7.0,1:20.727,207.588,+1 Lap
perez,force_india,11,15,9,9,2,64,,,43.0,8.0,1:21.128,206.562,+2 Laps
leclerc,sauber,16,14,10,10,1,64,,,51.0,14.0,1:22.122,204.062,+2 Laps
stroll,williams,18,18,11,11,0,64,,,60.0,12.0,1:22.095,204.129,+2 Laps
brendon_hartley,toro_rosso,28,20,12,12,0,64,,,63.0,10.0,1:21.439,205.773,+2 Laps
ericsson,sauber,9,17,13,13,0,64,,,50.0,15.0,1:22.487,203.159,+2 Laps
