driverId,points,position,positionText,wins
alonso,257.0,4,4,1
hamilton,227.0,5,5,3
massa,118.0,6,6,0
rosberg,89.0,7,7,0
michael_schumacher,76.0,8,8,0
sutil,42.0,9,9,0
petrov,37.0,10,10,0
heidfeld,34.0,11,11,0
kobayashi,30.0,12,12,0
resta,27.0,13,13,0
alguersuari,26.0,14,14,0
buemi,15.0,15,15,0
perez,14.0,16,16,0
barrichello,4.0,17,17,0
bruno_senna,2.0,18,18,0
maldonado,1.0,19,19,0
rosa,0.0,20,20,0
trulli,0.0,21,21,0
kovalainen,0.0,22,22,0
liuzzi,0.0,23,23,0
ambrosio,0.0,24,24,0
glock,0.0,25,25,0
karthikeyan,0.0,26,26,0
ricciardo,0.0,27,27,0
chandhok,0.0,28,28,0
button,25.0,1,1,1
vettel,18.0,2,2,0
hamilton,15.0,3,3,0
webber,12.0,4,4,0
alonso,10.0,5,5,0
kobayashi,8.0,6,6,0
raikkonen,6.0,7,7,0
perez,4.0,8,8,0
ricciardo,2.0,9,9,0
resta,1.0,10,10,0
vergne,0.0,11,11,0
rosberg,0.0,12,12,0
maldonado,0.0,13,13,0
glock,0.0,14,14,0
pic,0.0,15,15,0
bruno_senna,0.0,16,16,0
massa,0.0,17,17,0
kovalainen,0.0,18,18,0
petrov,0.0,19,19,0
michael_schumacher,0.0,20,20,0
grosjean,0.0,21,21,0
hulkenberg,0.0,22,22,0
rosa,0.0,23,23,0
karthikeyan,0.0,24,24,0
alonso,35.0,1,1,1
hamilton,30.0,2,2,0
button,25.0,3,3,1
webber,24.0,4,4,0
perez,22.0,5,5,0
vettel,18.0,6,6,0
raikkonen,16.0,7,7,0
bruno_senna,8.0,8,8,0
kobayashi,8.0,9,9,0
resta,7.0,10,10,0
vergne,4.0,11,11,0
ricciardo,2.0,12,12,0
hulkenberg,2.0,13,13,0
michael_schumacher,1.0,14,14,0
rosberg,0.0,15,15,0
maldonado,0.0,16,16,0
glock,0.0,17,17,0
pic,0.0,18,18,0
massa,0.0,19,19,0
petrov,0.0,20,20,0
kovalainen,0.0,21,21,0
karthikeyan,0.0,22,22,0
rosa,0.0,23,23,0
grosjean,0.0,24,24,0
hamilton,45.0,1,1,0
button,43.0,2,2,1
alonso,37.0,3,3,1
webber,36.0,4,4,0
vettel,28.0,5,5,0
rosberg,25.0,6,6,1
perez,22.0,7,7,0
raikkonen,16.0,8,8,0
bruno_senna,14.0,9,9,0
kobayashi,9.0,10,10,0
grosjean,8.0,11,11,0
resta,7.0,12,12,0
vergne,4.0,13,13,0
maldonado,4.0,14,14,0
ricciardo,2.0,15,15,0
hulkenberg,2.0,16,16,0
michael_schumacher,1.0,17,17,0
massa,0.0,18,18,0
glock,0.0,19,19,0
pic,0.0,20,20,0
petrov,0.0,21,21,0
kovalainen,0.0,22,22,0
rosa,0.0,23,23,0
karthikeyan,0.0,24,24,0
vettel,53.0,1,1,1
hamilton,49.0,2,2,0
webber,48.0,3,3,0
button,43.0,4,4,1
alonso,43.0,5,5,1
rosberg,35.0,6,6,1
raikkonen,34.0,7,7,0
grosjean,23.0,8,8,0
perez,22.0,9,9,0
resta,15.0,10,10,0
bruno_senna,14.0,11,11,0
kobayashi,9.0,12,12,0
vergne,4.0,13,13,0
maldonado,4.0,14,14,0
ricciardo,2.0,15,15,0
hulkenberg,2.0,16,16,0
massa,2.0,17,17,0
michael_schumacher,2.0,18,18,0
glock,0.0,19,19,0
pic,0.0,20,20,0
petrov,0.0,21,21,0
kovalainen,0.0,22,22,0
rosa,0.0,23,23,0
karthikeyan,0.0,24,24,0
vettel,61.0,1,1,1
alonso,61.0,2,2,1
hamilton,53.0,3,3,0
raikkonen,49.0,4,4,0
webber,48.0,5,5,0
button,45.0,6,6,1
rosberg,41.0,7,7,1
grosjean,35.0,8,8,0
maldonado,29.0,9,9,1
perez,22.0,10,10,0
kobayashi,19.0,11,11,0
resta,15.0,12,12,0
bruno_senna,14.0,13,13,0
vergne,4.0,14,14,0
hulkenberg,3.0,15,15,0
ricciardo,2.0,16,16,0
massa,2.0,17,17,0
michael_schumacher,2.0,18,18,0
glock,0.0,19,19,0
pic,0.0,20,20,0
petrov,0.0,21,21,0
kovalainen,0.0,22,22,0
rosa,0.0,23,23,0
karthikeyan,0.0,24,24,0
alonso,76.0,1,1,1
vettel,73.0,2,2,1
webber,73.0,3,3,1
hamilton,63.0,4,4,0
rosberg,59.0,5,5,1
raikkonen,51.0,6,6,0
button,45.0,7,7,1
grosjean,35.0,8,8,0
maldonado,29.0,9,9,1
perez,22.0,10,10,0
resta,21.0,11,11,0
kobayashi,19.0,12,12,0
bruno_senna,15.0,13,13,0
massa,10.0,14,14,0
hulkenberg,7.0,15,15,0
vergne,4.0,16,16,0
ricciardo,2.0,17,17,0
michael_schumacher,2.0,18,18,0
kovalainen,0.0,19,19,0
glock,0.0,20,20,0
pic,0.0,21,21,0
karthikeyan,0.0,22,22,0
petrov,0.0,23,23,0
rosa,0.0,24,24,0
hamilton,88.0,1,1,1
alonso,86.0,2,2,1
vettel,85.0,3,3,1
webber,79.0,4,4,1
rosberg,67.0,5,5,1
raikkonen,55.0,6,6,0
grosjean,53.0,7,7,0
button,45.0,8,8,1
perez,37.0,9,9,0
maldonado,29.0,10,10,1
kobayashi,21.0,11,11,0
resta,21.0,12,12,0
bruno_senna,15.0,13,13,0
massa,11.0,14,14,0
hulkenberg,7.0,15,15,0
vergne,4.0,16,16,0
ricciardo,2.0,17,17,0
michael_schumacher,2.0,18,18,0
kovalainen,0.0,19,19,0
glock,0.0,20,20,0
pic,0.0,21,21,0
karthikeyan,0.0,22,22,0
petrov,0.0,23,23,0
rosa,0.0,24,24,0
alonso,111.0,1,1,2
webber,91.0,2,2,1
hamilton,88.0,3,3,1
vettel,85.0,4,4,1
rosberg,75.0,5,5,1
raikkonen,73.0,6,6,0
grosjean,53.0,7,7,0
button,49.0,8,8,1
perez,39.0,9,9,0
maldonado,29.0,10,10,1
resta,27.0,11,11,0
kobayashi,21.0,12,12,0
michael_schumacher,17.0,13,13,0
hulkenberg,17.0,14,14,0
bruno_senna,16.0,15,15,0
massa,11.0,16,16,0
vergne,4.0,17,17,0
ricciardo,2.0,18,18,0
kovalainen,0.0,19,19,0
petrov,0.0,20,20,0
glock,0.0,21,21,0
pic,0.0,22,22,0
karthikeyan,0.0,23,23,0
rosa,0.0,24,24,0
alonso,129.0,1,1,2
webber,116.0,2,2,2
vettel,100.0,3,3,1
hamilton,92.0,4,4,1
raikkonen,83.0,5,5,0
rosberg,75.0,6,6,1
grosjean,61.0,7,7,0
button,50.0,8,8,1
perez,39.0,9,9,0
maldonado,29.0,10,10,1
resta,27.0,11,11,0
michael_schumacher,23.0,12,12,0
massa,23.0,13,13,0
kobayashi,21.0,14,14,0
bruno_senna,18.0,15,15,0
hulkenberg,17.0,16,16,0
vergne,4.0,17,17,0
ricciardo,2.0,18,18,0
kovalainen,0.0,19,19,0
petrov,0.0,20,20,0
glock,0.0,21,21,0
pic,0.0,22,22,0
karthikeyan,0.0,23,23,0
rosa,0.0,24,24,0
alonso,154.0,1,1,3
webber,120.0,2,2,2
vettel,110.0,3,3,1
raikkonen,98.0,4,4,0
hamilton,92.0,5,5,1
rosberg,76.0,6,6,1
button,68.0,7,7,1
grosjean,61.0,8,8,0
perez,47.0,9,9,0
kobayashi,33.0,10,10,0
maldonado,29.0,11,11,1
michael_schumacher,29.0,12,12,0
resta,27.0,13,13,0
massa,23.0,14,14,0
hulkenberg,19.0,15,15,0
bruno_senna,18.0,16,16,0
vergne,4.0,17,17,0
ricciardo,2.0,18,18,0
kovalainen,0.0,19,19,0
petrov,0.0,20,20,0
glock,0.0,21,21,0
pic,0.0,22,22,0
karthikeyan,0.0,23,23,0
rosa,0.0,24,24,0
alonso,164.0,1,1,3
webber,124.0,2,2,2
vettel,122.0,3,3,1
hamilton,117.0,4,4,2
raikkonen,116.0,5,5,0
rosberg,77.0,6,6,1
button,76.0,7,7,1
grosjean,76.0,8,8,0
perez,47.0,9,9,0
kobayashi,33.0,10,10,0
maldonado,29.0,11,11,1
michael_schumacher,29.0,12,12,0
resta,27.0,13,13,0
massa,25.0,14,14,0
bruno_senna,24.0,15,15,0
hulkenberg,19.0,16,16,0
vergne,4.0,17,17,0
ricciardo,2.0,18,18,0
kovalainen,0.0,19,19,0
petrov,0.0,20,20,0
glock,0.0,21,21,0
pic,0.0,22,22,0
karthikeyan,0.0,23,23,0
rosa,0.0,24,24,0
alonso,164.0,1,1,3
vettel,140.0,2,2,1
webber,132.0,3,3,2
raikkonen,131.0,4,4,0
hamilton,117.0,5,5,2
button,101.0,6,6,2
rosberg,77.0,7,7,1
grosjean,76.0,8,8,0
perez,47.0,9,9,0
michael_schumacher,35.0,10,10,0
massa,35.0,11,11,0
kobayashi,33.0,12,12,0
hulkenberg,31.0,13,13,0
maldonado,29.0,14,14,1
resta,28.0,15,15,0
bruno_senna,24.0,16,16,0
vergne,8.0,17,17,0
ricciardo,4.0,18,18,0
petrov,0.0,19,19,0
kovalainen,0.0,20,20,0
glock,0.0,21,21,0
pic,0.0,22,22,0
karthikeyan,0.0,23,23,0
rosa,0.0,24,24,0
alonso,179.0,1,1,3
hamilton,142.0,2,2,3
raikkonen,141.0,3,3,0
vettel,140.0,4,4,1
webber,132.0,5,5,2
button,101.0,6,6,2
rosberg,83.0,7,7,1
grosjean,76.0,8,8,0
perez,65.0,9,9,0
massa,47.0,10,10,0
michael_schumacher,43.0,11,11,0
kobayashi,35.0,12,12,0
resta,32.0,13,13,0
hulkenberg,31.0,14,14,0
maldonado,29.0,15,15,1
bruno_senna,25.0,16,16,0
vergne,8.0,17,17,0
ricciardo,4.0,18,18,0
kovalainen,0.0,19,19,0
petrov,0.0,20,20,0
ambrosio,0.0,21,21,0
glock,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
alonso,194.0,1,1,3
vettel,165.0,2,2,2
raikkonen,149.0,3,3,0
hamilton,142.0,4,4,3
webber,132.0,5,5,2
button,119.0,6,6,2
rosberg,93.0,7,7,1
grosjean,82.0,8,8,0
perez,66.0,9,9,0
massa,51.0,10,10,0
resta,44.0,11,11,0
michael_schumacher,43.0,12,12,0
kobayashi,35.0,13,13,0
hulkenberg,31.0,14,14,0
maldonado,29.0,15,15,1
bruno_senna,25.0,16,16,0
vergne,8.0,17,17,0
ricciardo,6.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
alonso,194.0,1,1,3
vettel,190.0,2,2,3
raikkonen,157.0,3,3,0
hamilton,152.0,4,4,3
webber,134.0,5,5,2
button,131.0,6,6,2
rosberg,93.0,7,7,1
grosjean,82.0,8,8,0
massa,69.0,9,9,0
perez,66.0,10,10,0
kobayashi,50.0,11,11,0
resta,44.0,12,12,0
michael_schumacher,43.0,13,13,0
hulkenberg,37.0,14,14,0
maldonado,33.0,15,15,1
bruno_senna,25.0,16,16,0
vergne,8.0,17,17,0
ricciardo,7.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
vettel,215.0,1,1,4
alonso,209.0,2,2,3
raikkonen,167.0,3,3,0
hamilton,153.0,4,4,3
webber,152.0,5,5,2
button,131.0,6,6,2
rosberg,93.0,7,7,1
grosjean,88.0,8,8,0
massa,81.0,9,9,0
perez,66.0,10,10,0
kobayashi,50.0,11,11,0
hulkenberg,45.0,12,12,0
resta,44.0,13,13,0
michael_schumacher,43.0,14,14,0
maldonado,33.0,15,15,1
bruno_senna,25.0,16,16,0
vergne,12.0,17,17,0
ricciardo,9.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
vettel,240.0,1,1,5
alonso,227.0,2,2,3
raikkonen,173.0,3,3,0
webber,167.0,4,4,2
hamilton,165.0,5,5,3
button,141.0,6,6,2
rosberg,93.0,7,7,1
grosjean,90.0,8,8,0
massa,89.0,9,9,0
perez,66.0,10,10,0
kobayashi,50.0,11,11,0
hulkenberg,49.0,12,12,0
resta,44.0,13,13,0
michael_schumacher,43.0,14,14,0
maldonado,33.0,15,15,1
bruno_senna,26.0,16,16,0
vergne,12.0,17,17,0
ricciardo,9.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
vettel,255.0,1,1,5
alonso,245.0,2,2,3
raikkonen,198.0,3,3,1
webber,167.0,4,4,2
hamilton,165.0,5,5,3
button,153.0,6,6,2
massa,95.0,7,7,0
rosberg,93.0,8,8,1
grosjean,90.0,9,9,0
perez,66.0,10,10,0
kobayashi,58.0,11,11,0
hulkenberg,49.0,12,12,0
resta,46.0,13,13,0
maldonado,43.0,14,14,1
michael_schumacher,43.0,15,15,0
bruno_senna,30.0,16,16,0
vergne,12.0,17,17,0
ricciardo,10.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
vettel,273.0,1,1,5
alonso,260.0,2,2,3
raikkonen,206.0,3,3,1
hamilton,190.0,4,4,4
webber,167.0,5,5,2
button,163.0,6,6,2
massa,107.0,7,7,0
grosjean,96.0,8,8,0
rosberg,93.0,9,9,1
perez,66.0,10,10,0
kobayashi,58.0,11,11,0
hulkenberg,53.0,12,12,0
resta,46.0,13,13,0
maldonado,45.0,14,14,1
michael_schumacher,43.0,15,15,0
bruno_senna,31.0,16,16,0
vergne,12.0,17,17,0
ricciardo,10.0,18,18,0
glock,0.0,19,19,0
kovalainen,0.0,20,20,0
petrov,0.0,21,21,0
ambrosio,0.0,22,22,0
pic,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
vettel,281.0,1,1,5
alonso,278.0,2,2,3
raikkonen,207.0,3,3,1
hamilton,190.0,4,4,4
button,188.0,5,5,3
webber,179.0,6,6,2
massa,122.0,7,7,0
grosjean,96.0,8,8,0
rosberg,93.0,9,9,1
perez,66.0,10,10,0
hulkenberg,63.0,11,11,0
kobayashi,60.0,12,12,0
michael_schumacher,49.0,13,13,0
resta,46.0,14,14,0
maldonado,45.0,15,15,1
bruno_senna,31.0,16,16,0
vergne,16.0,17,17,0
ricciardo,10.0,18,18,0
petrov,0.0,19,19,0
glock,0.0,20,20,0
pic,0.0,21,21,0
kovalainen,0.0,22,22,0
ambrosio,0.0,23,23,0
karthikeyan,0.0,24,24,0
rosa,0.0,25,25,0
raikkonen,25.0,1,1,1
alonso,18.0,2,2,0
vettel,15.0,3,3,0
massa,12.0,4,4,0
hamilton,10.0,5,5,0
webber,8.0,6,6,0
sutil,6.0,7,7,0
resta,4.0,8,8,0
button,2.0,9,9,0
grosjean,1.0,10,10,0
perez,0.0,11,11,0
vergne,0.0,12,12,0
gutierrez,0.0,13,13,0
bottas,0.0,14,14,0
jules_bianchi,0.0,15,15,0
pic,0.0,16,16,0
chilton,0.0,17,17,0
garde,0.0,18,18,0
ricciardo,0.0,19,19,0
rosberg,0.0,20,20,0
maldonado,0.0,21,21,0
hulkenberg,0.0,22,22,0
vettel,40.0,1,1,1
raikkonen,31.0,2,2,1
webber,26.0,3,3,0
hamilton,25.0,4,4,0
massa,22.0,5,5,0
alonso,18.0,6,6,0
rosberg,12.0,7,7,0
grosjean,9.0,8,8,0
sutil,6.0,9,9,0
resta,4.0,10,10,0
hulkenberg,4.0,11,11,0
perez,2.0,12,12,0
button,2.0,13,13,0
vergne,1.0,14,14,0
bottas,0.0,15,15,0
gutierrez,0.0,16,16,0
jules_bianchi,0.0,17,17,0
pic,0.0,18,18,0
garde,0.0,19,19,0
chilton,0.0,20,20,0
ricciardo,0.0,21,21,0
maldonado,0.0,22,22,0
vettel,52.0,1,1,1
raikkonen,49.0,2,2,1
alonso,43.0,3,3,1
hamilton,40.0,4,4,0
massa,30.0,5,5,0
webber,26.0,6,6,0
rosberg,12.0,7,7,0
button,12.0,8,8,0
grosjean,11.0,9,9,0
resta,8.0,10,10,0
ricciardo,6.0,11,11,0
sutil,6.0,12,12,0
hulkenberg,5.0,13,13,0
perez,2.0,14,14,0
vergne,1.0,15,15,0
bottas,0.0,16,16,0
gutierrez,0.0,17,17,0
jules_bianchi,0.0,18,18,0
pic,0.0,19,19,0
maldonado,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,77.0,1,1,2
raikkonen,67.0,2,2,1
hamilton,50.0,3,3,0
alonso,47.0,4,4,1
webber,32.0,5,5,0
massa,30.0,6,6,0
grosjean,26.0,7,7,0
resta,20.0,8,8,0
rosberg,14.0,9,9,0
button,13.0,10,10,0
perez,10.0,11,11,0
sutil,6.0,12,12,0
ricciardo,6.0,13,13,0
hulkenberg,5.0,14,14,0
vergne,1.0,15,15,0
bottas,0.0,16,16,0
maldonado,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,89.0,1,1,2
raikkonen,85.0,2,2,1
alonso,72.0,3,3,2
hamilton,50.0,4,4,0
massa,45.0,5,5,0
webber,42.0,6,6,0
grosjean,26.0,7,7,0
resta,26.0,8,8,0
rosberg,22.0,9,9,0
button,17.0,10,10,0
perez,12.0,11,11,0
ricciardo,7.0,12,12,0
sutil,6.0,13,13,0
hulkenberg,5.0,14,14,0
vergne,1.0,15,15,0
gutierrez,0.0,16,16,0
bottas,0.0,17,17,0
maldonado,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,107.0,1,1,2
raikkonen,86.0,2,2,1
alonso,78.0,3,3,2
hamilton,62.0,4,4,0
webber,57.0,5,5,0
rosberg,47.0,6,6,1
massa,45.0,7,7,0
resta,28.0,8,8,0
grosjean,26.0,9,9,0
button,25.0,10,10,0
sutil,16.0,11,11,0
perez,12.0,12,12,0
ricciardo,7.0,13,13,0
hulkenberg,5.0,14,14,0
vergne,5.0,15,15,0
gutierrez,0.0,16,16,0
bottas,0.0,17,17,0
maldonado,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
chilton,0.0,21,21,0
garde,0.0,22,22,0
vettel,132.0,1,1,3
alonso,96.0,2,2,2
raikkonen,88.0,3,3,1
hamilton,77.0,4,4,0
webber,69.0,5,5,0
rosberg,57.0,6,6,1
massa,49.0,7,7,0
resta,34.0,8,8,0
grosjean,26.0,9,9,0
button,25.0,10,10,0
sutil,17.0,11,11,0
vergne,13.0,12,12,0
perez,12.0,13,13,0
ricciardo,7.0,14,14,0
hulkenberg,5.0,15,15,0
gutierrez,0.0,16,16,0
bottas,0.0,17,17,0
maldonado,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
chilton,0.0,21,21,0
garde,0.0,22,22,0
vettel,132.0,1,1,3
alonso,111.0,2,2,2
raikkonen,98.0,3,3,1
hamilton,89.0,4,4,0
webber,87.0,5,5,0
rosberg,82.0,6,6,2
massa,57.0,7,7,0
resta,36.0,8,8,0
grosjean,26.0,9,9,0
button,25.0,10,10,0
sutil,23.0,11,11,0
vergne,13.0,12,12,0
perez,12.0,13,13,0
ricciardo,11.0,14,14,0
hulkenberg,6.0,15,15,0
maldonado,0.0,16,16,0
bottas,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
chilton,0.0,21,21,0
garde,0.0,22,22,0
vettel,157.0,1,1,4
alonso,123.0,2,2,2
raikkonen,116.0,3,3,1
hamilton,99.0,4,4,0
webber,93.0,5,5,0
rosberg,84.0,6,6,2
massa,57.0,7,7,0
grosjean,41.0,8,8,0
resta,36.0,9,9,0
button,33.0,10,10,0
sutil,23.0,11,11,0
perez,16.0,12,12,0
vergne,13.0,13,13,0
ricciardo,11.0,14,14,0
hulkenberg,7.0,15,15,0
maldonado,0.0,16,16,0
bottas,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
chilton,0.0,21,21,0
garde,0.0,22,22,0
vettel,172.0,1,1,4
raikkonen,134.0,2,2,1
alonso,133.0,3,3,2
hamilton,124.0,4,4,1
webber,105.0,5,5,0
rosberg,84.0,6,6,2
massa,61.0,7,7,0
grosjean,49.0,8,8,0
button,39.0,9,9,0
resta,36.0,10,10,0
sutil,23.0,11,11,0
perez,18.0,12,12,0
vergne,13.0,13,13,0
ricciardo,11.0,14,14,0
hulkenberg,7.0,15,15,0
maldonado,1.0,16,16,0
bottas,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,197.0,1,1,5
alonso,151.0,2,2,2
hamilton,139.0,3,3,1
raikkonen,134.0,4,4,1
webber,115.0,5,5,0
rosberg,96.0,6,6,2
massa,67.0,7,7,0
grosjean,53.0,8,8,0
button,47.0,9,9,0
resta,36.0,10,10,0
sutil,25.0,11,11,0
perez,18.0,12,12,0
vergne,13.0,13,13,0
ricciardo,12.0,14,14,0
hulkenberg,7.0,15,15,0
maldonado,1.0,16,16,0
bottas,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,222.0,1,1,6
alonso,169.0,2,2,2
hamilton,141.0,3,3,1
raikkonen,134.0,4,4,1
webber,130.0,5,5,0
rosberg,104.0,6,6,2
massa,79.0,7,7,0
grosjean,57.0,8,8,0
button,48.0,9,9,0
resta,36.0,10,10,0
sutil,25.0,11,11,0
perez,18.0,12,12,0
ricciardo,18.0,13,13,0
hulkenberg,17.0,14,14,0
vergne,13.0,15,15,0
maldonado,1.0,16,16,0
bottas,0.0,17,17,0
gutierrez,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,247.0,1,1,7
alonso,187.0,2,2,2
hamilton,151.0,3,3,1
raikkonen,149.0,4,4,1
webber,130.0,5,5,0
rosberg,116.0,6,6,2
massa,87.0,7,7,0
grosjean,57.0,8,8,0
button,54.0,9,9,0
resta,36.0,10,10,0
sutil,26.0,11,11,0
perez,22.0,12,12,0
hulkenberg,19.0,13,13,0
ricciardo,18.0,14,14,0
vergne,13.0,15,15,0
maldonado,1.0,16,16,0
gutierrez,0.0,17,17,0
bottas,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,272.0,1,1,8
alonso,195.0,2,2,2
raikkonen,167.0,3,3,1
hamilton,161.0,4,4,1
webber,130.0,5,5,0
rosberg,122.0,6,6,2
massa,89.0,7,7,0
grosjean,72.0,8,8,0
button,58.0,9,9,0
resta,36.0,10,10,0
hulkenberg,31.0,11,11,0
sutil,26.0,12,12,0
perez,23.0,13,13,0
ricciardo,18.0,14,14,0
vergne,13.0,15,15,0
maldonado,1.0,16,16,0
gutierrez,0.0,17,17,0
bottas,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,297.0,1,1,9
alonso,207.0,2,2,2
raikkonen,177.0,3,3,1
hamilton,161.0,4,4,1
webber,148.0,5,5,0
rosberg,126.0,6,6,2
massa,90.0,7,7,0
grosjean,87.0,8,8,0
button,60.0,9,9,0
hulkenberg,39.0,10,10,0
resta,36.0,11,11,0
sutil,26.0,12,12,0
perez,23.0,13,13,0
ricciardo,18.0,14,14,0
vergne,13.0,15,15,0
gutierrez,6.0,16,16,0
maldonado,1.0,17,17,0
bottas,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,322.0,1,1,10
alonso,207.0,2,2,2
raikkonen,183.0,3,3,1
hamilton,169.0,4,4,1
webber,148.0,5,5,0
rosberg,144.0,6,6,2
grosjean,102.0,7,7,0
massa,102.0,8,8,0
button,60.0,9,9,0
resta,40.0,10,10,0
hulkenberg,39.0,11,11,0
perez,33.0,12,12,0
sutil,28.0,13,13,0
ricciardo,19.0,14,14,0
vergne,13.0,15,15,0
gutierrez,6.0,16,16,0
maldonado,1.0,17,17,0
bottas,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,347.0,1,1,11
alonso,217.0,2,2,2
raikkonen,183.0,3,3,1
hamilton,175.0,4,4,1
webber,166.0,5,5,0
rosberg,159.0,6,6,2
grosjean,114.0,7,7,0
massa,106.0,8,8,0
button,60.0,9,9,0
resta,48.0,10,10,0
hulkenberg,39.0,11,11,0
perez,35.0,12,12,0
sutil,29.0,13,13,0
ricciardo,19.0,14,14,0
vergne,13.0,15,15,0
gutierrez,6.0,16,16,0
maldonado,1.0,17,17,0
bottas,0.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
vettel,372.0,1,1,12
alonso,227.0,2,2,2
hamilton,187.0,3,3,1
raikkonen,183.0,4,4,1
webber,181.0,5,5,0
rosberg,161.0,6,6,2
grosjean,132.0,7,7,0
massa,106.0,8,8,0
button,61.0,9,9,0
resta,48.0,10,10,0
hulkenberg,47.0,11,11,0
perez,41.0,12,12,0
sutil,29.0,13,13,0
ricciardo,19.0,14,14,0
vergne,13.0,15,15,0
gutierrez,6.0,16,16,0
bottas,4.0,17,17,0
maldonado,1.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
chilton,0.0,22,22,0
kovalainen,0.0,23,23,0
vettel,397.0,1,1,13
alonso,242.0,2,2,2
webber,199.0,3,3,0
hamilton,189.0,4,4,1
raikkonen,183.0,5,5,1
rosberg,171.0,6,6,2
grosjean,132.0,7,7,0
massa,112.0,8,8,0
button,73.0,9,9,0
hulkenberg,51.0,10,10,0
perez,49.0,11,11,0
resta,48.0,12,12,0
sutil,29.0,13,13,0
ricciardo,20.0,14,14,0
vergne,13.0,15,15,0
gutierrez,6.0,16,16,0
bottas,4.0,17,17,0
maldonado,1.0,18,18,0
jules_bianchi,0.0,19,19,0
pic,0.0,20,20,0
garde,0.0,21,21,0
kovalainen,0.0,22,22,0
chilton,0.0,23,23,0
rosberg,25.0,1,1,1
kevin_magnussen,18.0,2,2,0
button,15.0,3,3,0
alonso,12.0,4,4,0
bottas,10.0,5,5,0
hulkenberg,8.0,6,6,0
raikkonen,6.0,7,7,0
vergne,4.0,8,8,0
kvyat,2.0,9,9,0
perez,1.0,10,10,0
sutil,0.0,11,11,0
gutierrez,0.0,12,12,0
chilton,0.0,13,13,0
jules_bianchi,0.0,14,14,0
grosjean,0.0,15,15,0
maldonado,0.0,16,16,0
ericsson,0.0,17,17,0
vettel,0.0,18,18,0
hamilton,0.0,19,19,0
massa,0.0,20,20,0
kobayashi,0.0,21,21,0
ricciardo,0.0,22,22,0
rosberg,43.0,1,1,1
hamilton,25.0,2,2,1
