driverId,points,position,positionText,wins
vandoorne,1.0,17,17,0
gutierrez,0.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
wehrlein,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,116.0,1,1,4
hamilton,107.0,2,2,2
vettel,78.0,3,3,0
ricciardo,72.0,4,4,0
raikkonen,69.0,5,5,0
max_verstappen,50.0,6,6,1
bottas,44.0,7,7,0
massa,37.0,8,8,0
perez,24.0,9,9,0
kvyat,22.0,10,10,0
grosjean,22.0,11,11,0
alonso,18.0,12,12,0
hulkenberg,18.0,13,13,0
sainz,18.0,14,14,0
kevin_magnussen,6.0,15,15,0
button,5.0,16,16,0
vandoorne,1.0,17,17,0
gutierrez,0.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
wehrlein,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,141.0,1,1,5
hamilton,117.0,2,2,2
vettel,96.0,3,3,0
raikkonen,81.0,4,4,0
ricciardo,78.0,5,5,0
max_verstappen,54.0,6,6,1
bottas,52.0,7,7,0
perez,39.0,8,8,0
massa,38.0,9,9,0
kvyat,22.0,10,10,0
grosjean,22.0,11,11,0
hulkenberg,20.0,12,12,0
alonso,18.0,13,13,0
sainz,18.0,14,14,0
kevin_magnussen,6.0,15,15,0
button,5.0,16,16,0
vandoorne,1.0,17,17,0
gutierrez,0.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
nasr,0.0,21,21,0
wehrlein,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,153.0,1,1,5
hamilton,142.0,2,2,3
vettel,96.0,3,3,0
raikkonen,96.0,4,4,0
ricciardo,88.0,5,5,0
max_verstappen,72.0,6,6,1
bottas,54.0,7,7,0
perez,39.0,8,8,0
massa,38.0,9,9,0
grosjean,28.0,10,10,0
kvyat,22.0,11,11,0
sainz,22.0,12,12,0
hulkenberg,20.0,13,13,0
alonso,18.0,14,14,0
button,13.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,168.0,1,1,5
hamilton,167.0,2,2,4
raikkonen,106.0,3,3,0
ricciardo,100.0,4,4,0
vettel,98.0,5,5,0
max_verstappen,90.0,6,6,1
bottas,54.0,7,7,0
perez,47.0,8,8,0
massa,38.0,9,9,0
grosjean,28.0,10,10,0
hulkenberg,26.0,11,11,0
sainz,26.0,12,12,0
kvyat,23.0,13,13,0
alonso,18.0,14,14,0
button,13.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
hamilton,192.0,1,1,5
rosberg,186.0,2,2,5
ricciardo,115.0,3,3,0
raikkonen,114.0,4,4,0
vettel,110.0,5,5,0
max_verstappen,100.0,6,6,1
bottas,56.0,7,7,0
perez,47.0,8,8,0
massa,38.0,9,9,0
sainz,30.0,10,10,0
grosjean,28.0,11,11,0
hulkenberg,27.0,12,12,0
alonso,24.0,13,13,0
kvyat,23.0,14,14,0
button,13.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
hamilton,217.0,1,1,6
rosberg,198.0,2,2,5
ricciardo,133.0,3,3,0
raikkonen,122.0,4,4,0
vettel,120.0,5,5,0
max_verstappen,115.0,6,6,1
bottas,58.0,7,7,0
perez,48.0,8,8,0
massa,38.0,9,9,0
hulkenberg,33.0,10,10,0
sainz,30.0,11,11,0
grosjean,28.0,12,12,0
alonso,24.0,13,13,0
kvyat,23.0,14,14,0
button,17.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
hamilton,232.0,1,1,6
rosberg,223.0,2,2,6
ricciardo,151.0,3,3,0
vettel,128.0,4,4,0
raikkonen,124.0,5,5,0
max_verstappen,115.0,6,6,1
bottas,62.0,7,7,0
perez,58.0,8,8,0
hulkenberg,45.0,9,9,0
massa,39.0,10,10,0
alonso,30.0,11,11,0
sainz,30.0,12,12,0
grosjean,28.0,13,13,0
kvyat,23.0,14,14,0
button,17.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
hamilton,250.0,1,1,6
rosberg,248.0,2,2,7
ricciardo,161.0,3,3,0
vettel,143.0,4,4,0
raikkonen,136.0,5,5,0
max_verstappen,121.0,6,6,1
bottas,70.0,7,7,0
perez,62.0,8,8,0
hulkenberg,46.0,9,9,0
massa,41.0,10,10,0
alonso,30.0,11,11,0
sainz,30.0,12,12,0
grosjean,28.0,13,13,0
kvyat,23.0,14,14,0
button,17.0,15,15,0
kevin_magnussen,6.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,273.0,1,1,8
hamilton,265.0,2,2,6
ricciardo,179.0,3,3,0
vettel,153.0,4,4,0
raikkonen,148.0,5,5,0
max_verstappen,129.0,6,6,1
bottas,70.0,7,7,0
perez,66.0,8,8,0
hulkenberg,46.0,9,9,0
massa,41.0,10,10,0
alonso,36.0,11,11,0
sainz,30.0,12,12,0
grosjean,28.0,13,13,0
kvyat,25.0,14,14,0
button,17.0,15,15,0
kevin_magnussen,7.0,16,16,0
wehrlein,1.0,17,17,0
vandoorne,1.0,18,18,0
gutierrez,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,288.0,1,1,8
hamilton,265.0,2,2,6
ricciardo,204.0,3,3,1
raikkonen,160.0,4,4,0
vettel,153.0,5,5,0
max_verstappen,147.0,6,6,1
bottas,80.0,7,7,0
perez,74.0,8,8,0
hulkenberg,50.0,9,9,0
alonso,42.0,10,10,0
massa,41.0,11,11,0
sainz,30.0,12,12,0
grosjean,28.0,13,13,0
kvyat,25.0,14,14,0
button,19.0,15,15,0
kevin_magnussen,7.0,16,16,0
jolyon_palmer,1.0,17,17,0
wehrlein,1.0,18,18,0
vandoorne,1.0,19,19,0
gutierrez,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,313.0,1,1,9
hamilton,280.0,2,2,6
ricciardo,212.0,3,3,1
raikkonen,170.0,4,4,0
max_verstappen,165.0,5,5,1
vettel,165.0,6,6,0
bottas,81.0,7,7,0
perez,80.0,8,8,0
hulkenberg,54.0,9,9,0
massa,43.0,10,10,0
alonso,42.0,11,11,0
sainz,30.0,12,12,0
grosjean,28.0,13,13,0
kvyat,25.0,14,14,0
button,19.0,15,15,0
kevin_magnussen,7.0,16,16,0
jolyon_palmer,1.0,17,17,0
wehrlein,1.0,18,18,0
vandoorne,1.0,19,19,0
gutierrez,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,331.0,1,1,9
hamilton,305.0,2,2,7
ricciardo,227.0,3,3,1
vettel,177.0,4,4,0
raikkonen,170.0,5,5,0
max_verstappen,165.0,6,6,1
perez,84.0,7,7,0
bottas,81.0,8,8,0
hulkenberg,54.0,9,9,0
alonso,52.0,10,10,0
massa,49.0,11,11,0
sainz,38.0,12,12,0
grosjean,29.0,13,13,0
kvyat,25.0,14,14,0
button,21.0,15,15,0
kevin_magnussen,7.0,16,16,0
jolyon_palmer,1.0,17,17,0
wehrlein,1.0,18,18,0
vandoorne,1.0,19,19,0
gutierrez,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,349.0,1,1,9
hamilton,330.0,2,2,8
ricciardo,242.0,3,3,1
vettel,187.0,4,4,0
raikkonen,178.0,5,5,0
max_verstappen,177.0,6,6,1
perez,85.0,7,7,0
bottas,85.0,8,8,0
hulkenberg,60.0,9,9,0
alonso,52.0,10,10,0
massa,51.0,11,11,0
sainz,38.0,12,12,0
grosjean,29.0,13,13,0
kvyat,25.0,14,14,0
button,21.0,15,15,0
kevin_magnussen,7.0,16,16,0
jolyon_palmer,1.0,17,17,0
wehrlein,1.0,18,18,0
vandoorne,1.0,19,19,0
gutierrez,0.0,20,20,0
ericsson,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
ocon,0.0,24,24,0
rosberg,367.0,1,1,9
hamilton,355.0,2,2,9
ricciardo,246.0,3,3,1
vettel,197.0,4,4,0
max_verstappen,192.0,5,5,1
raikkonen,178.0,6,6,0
perez,97.0,7,7,0
bottas,85.0,8,8,0
hulkenberg,66.0,9,9,0
alonso,53.0,10,10,0
massa,51.0,11,11,0
sainz,46.0,12,12,0
grosjean,29.0,13,13,0
kvyat,25.0,14,14,0
button,21.0,15,15,0
kevin_magnussen,7.0,16,16,0
nasr,2.0,17,17,0
jolyon_palmer,1.0,18,18,0
wehrlein,1.0,19,19,0
vandoorne,1.0,20,20,0
gutierrez,0.0,21,21,0
ericsson,0.0,22,22,0
ocon,0.0,23,23,0
haryanto,0.0,24,24,0
rosberg,385.0,1,1,9
hamilton,380.0,2,2,10
ricciardo,256.0,3,3,1
vettel,212.0,4,4,0
max_verstappen,204.0,5,5,1
raikkonen,186.0,6,6,0
perez,101.0,7,7,0
bottas,85.0,8,8,0
hulkenberg,72.0,9,9,0
alonso,54.0,10,10,0
massa,53.0,11,11,0
sainz,46.0,12,12,0
grosjean,29.0,13,13,0
kvyat,25.0,14,14,0
button,21.0,15,15,0
kevin_magnussen,7.0,16,16,0
nasr,2.0,17,17,0
jolyon_palmer,1.0,18,18,0
wehrlein,1.0,19,19,0
vandoorne,1.0,20,20,0
gutierrez,0.0,21,21,0
ericsson,0.0,22,22,0
ocon,0.0,23,23,0
haryanto,0.0,24,24,0
vettel,25.0,1,1,1
hamilton,18.0,2,2,0
bottas,15.0,3,3,0
raikkonen,12.0,4,4,0
max_verstappen,10.0,5,5,0
massa,8.0,6,6,0
perez,6.0,7,7,0
sainz,4.0,8,8,0
kvyat,2.0,9,9,0
ocon,1.0,10,10,0
hulkenberg,0.0,11,11,0
giovinazzi,0.0,12,12,0
vandoorne,0.0,13,13,0
alonso,0.0,14,14,0
kevin_magnussen,0.0,15,15,0
stroll,0.0,16,16,0
ricciardo,0.0,17,17,0
ericsson,0.0,18,18,0
jolyon_palmer,0.0,19,19,0
grosjean,0.0,20,20,0
vettel,43.0,1,1,1
hamilton,43.0,2,2,1
max_verstappen,25.0,3,3,0
bottas,23.0,4,4,0
raikkonen,22.0,5,5,0
ricciardo,12.0,6,6,0
sainz,10.0,7,7,0
massa,8.0,8,8,0
perez,8.0,9,9,0
kevin_magnussen,4.0,10,10,0
kvyat,2.0,11,11,0
ocon,2.0,12,12,0
hulkenberg,0.0,13,13,0
grosjean,0.0,14,14,0
giovinazzi,0.0,15,15,0
vandoorne,0.0,16,16,0
jolyon_palmer,0.0,17,17,0
ericsson,0.0,18,18,0
alonso,0.0,19,19,0
stroll,0.0,20,20,0
vettel,68.0,1,1,2
hamilton,61.0,2,2,1
bottas,38.0,3,3,0
raikkonen,34.0,4,4,0
max_verstappen,25.0,5,5,0
ricciardo,22.0,6,6,0
massa,16.0,7,7,0
perez,14.0,8,8,0
sainz,10.0,9,9,0
grosjean,4.0,10,10,0
kevin_magnussen,4.0,11,11,0
ocon,3.0,12,12,0
hulkenberg,2.0,13,13,0
kvyat,2.0,14,14,0
wehrlein,0.0,15,15,0
giovinazzi,0.0,16,16,0
jolyon_palmer,0.0,17,17,0
vandoorne,0.0,18,18,0
alonso,0.0,19,19,0
ericsson,0.0,20,20,0
stroll,0.0,21,21,0
vettel,86.0,1,1,2
hamilton,73.0,2,2,1
bottas,63.0,3,3,1
raikkonen,49.0,4,4,0
max_verstappen,35.0,5,5,0
ricciardo,22.0,6,6,0
perez,22.0,7,7,0
massa,18.0,8,8,0
sainz,11.0,9,9,0
ocon,9.0,10,10,0
hulkenberg,6.0,11,11,0
grosjean,4.0,12,12,0
kevin_magnussen,4.0,13,13,0
kvyat,2.0,14,14,0
wehrlein,0.0,15,15,0
stroll,0.0,16,16,0
giovinazzi,0.0,17,17,0
jolyon_palmer,0.0,18,18,0
vandoorne,0.0,19,19,0
alonso,0.0,20,20,0
ericsson,0.0,21,21,0
vettel,104.0,1,1,2
hamilton,98.0,2,2,2
bottas,63.0,3,3,1
raikkonen,49.0,4,4,0
ricciardo,37.0,5,5,0
max_verstappen,35.0,6,6,0
perez,34.0,7,7,0
ocon,19.0,8,8,0
massa,18.0,9,9,0
sainz,17.0,10,10,0
hulkenberg,14.0,11,11,0
grosjean,5.0,12,12,0
wehrlein,4.0,13,13,0
kevin_magnussen,4.0,14,14,0
kvyat,4.0,15,15,0
ericsson,0.0,16,16,0
stroll,0.0,17,17,0
alonso,0.0,18,18,0
giovinazzi,0.0,19,19,0
jolyon_palmer,0.0,20,20,0
vandoorne,0.0,21,21,0
vettel,129.0,1,1,3
hamilton,104.0,2,2,2
bottas,75.0,3,3,1
raikkonen,67.0,4,4,0
ricciardo,52.0,5,5,0
max_verstappen,45.0,6,6,0
perez,34.0,7,7,0
sainz,25.0,8,8,0
massa,20.0,9,9,0
ocon,19.0,10,10,0
hulkenberg,14.0,11,11,0
grosjean,9.0,12,12,0
kevin_magnussen,5.0,13,13,0
wehrlein,4.0,14,14,0
kvyat,4.0,15,15,0
jolyon_palmer,0.0,16,16,0
ericsson,0.0,17,17,0
stroll,0.0,18,18,0
alonso,0.0,19,19,0
giovinazzi,0.0,20,20,0
vandoorne,0.0,21,21,0
button,0.0,22,22,0
vettel,141.0,1,1,3
hamilton,129.0,2,2,3
bottas,93.0,3,3,1
raikkonen,73.0,4,4,0
ricciardo,67.0,5,5,0
max_verstappen,45.0,6,6,0
perez,44.0,7,7,0
ocon,27.0,8,8,0
sainz,25.0,9,9,0
massa,20.0,10,10,0
hulkenberg,18.0,11,11,0
grosjean,10.0,12,12,0
kevin_magnussen,5.0,13,13,0
wehrlein,4.0,14,14,0
kvyat,4.0,15,15,0
stroll,2.0,16,16,0
jolyon_palmer,0.0,17,17,0
ericsson,0.0,18,18,0
alonso,0.0,19,19,0
giovinazzi,0.0,20,20,0
vandoorne,0.0,21,21,0
button,0.0,22,22,0
vettel,153.0,1,1,3
hamilton,139.0,2,2,3
bottas,111.0,3,3,1
ricciardo,92.0,4,4,1
raikkonen,73.0,5,5,0
max_verstappen,45.0,6,6,0
perez,44.0,7,7,0
ocon,35.0,8,8,0
sainz,29.0,9,9,0
massa,20.0,10,10,0
hulkenberg,18.0,11,11,0
stroll,17.0,12,12,0
kevin_magnussen,11.0,13,13,0
grosjean,10.0,14,14,0
wehrlein,5.0,15,15,0
kvyat,4.0,16,16,0
alonso,2.0,17,17,0
jolyon_palmer,0.0,18,18,0
ericsson,0.0,19,19,0
vandoorne,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
vettel,171.0,1,1,3
hamilton,151.0,2,2,3
bottas,136.0,3,3,2
ricciardo,107.0,4,4,1
raikkonen,83.0,5,5,0
perez,50.0,6,6,0
max_verstappen,45.0,7,7,0
ocon,39.0,8,8,0
sainz,29.0,9,9,0
massa,22.0,10,10,0
stroll,18.0,11,11,0
hulkenberg,18.0,12,12,0
grosjean,18.0,13,13,0
kevin_magnussen,11.0,14,14,0
wehrlein,5.0,15,15,0
kvyat,4.0,16,16,0
alonso,2.0,17,17,0
jolyon_palmer,0.0,18,18,0
ericsson,0.0,19,19,0
vandoorne,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
vettel,177.0,1,1,3
hamilton,176.0,2,2,4
bottas,154.0,3,3,2
ricciardo,117.0,4,4,1
raikkonen,98.0,5,5,0
max_verstappen,57.0,6,6,0
perez,52.0,7,7,0
ocon,43.0,8,8,0
sainz,29.0,9,9,0
hulkenberg,26.0,10,10,0
massa,23.0,11,11,0
stroll,18.0,12,12,0
grosjean,18.0,13,13,0
kevin_magnussen,11.0,14,14,0
wehrlein,5.0,15,15,0
kvyat,4.0,16,16,0
alonso,2.0,17,17,0
jolyon_palmer,0.0,18,18,0
ericsson,0.0,19,19,0
vandoorne,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
vettel,202.0,1,1,4
hamilton,188.0,2,2,4
bottas,169.0,3,3,2
ricciardo,117.0,4,4,1
raikkonen,116.0,5,5,0
max_verstappen,67.0,6,6,0
perez,56.0,7,7,0
ocon,45.0,8,8,0
sainz,35.0,9,9,0
hulkenberg,26.0,10,10,0
massa,23.0,11,11,0
stroll,18.0,12,12,0
grosjean,18.0,13,13,0
kevin_magnussen,11.0,14,14,0
alonso,10.0,15,15,0
wehrlein,5.0,16,16,0
kvyat,4.0,17,17,0
vandoorne,1.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
resta,0.0,23,23,0
vettel,220.0,1,1,4
hamilton,213.0,2,2,5
bottas,179.0,3,3,2
ricciardo,132.0,4,4,1
raikkonen,128.0,5,5,0
max_verstappen,67.0,6,6,0
perez,56.0,7,7,0
ocon,47.0,8,8,0
sainz,36.0,9,9,0
hulkenberg,34.0,10,10,0
massa,27.0,11,11,0
grosjean,24.0,12,12,0
stroll,18.0,13,13,0
kevin_magnussen,11.0,14,14,0
alonso,10.0,15,15,0
wehrlein,5.0,16,16,0
kvyat,4.0,17,17,0
vandoorne,1.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
resta,0.0,23,23,0
hamilton,238.0,1,1,6
vettel,235.0,2,2,4
bottas,197.0,3,3,2
ricciardo,144.0,4,4,1
raikkonen,138.0,5,5,0
max_verstappen,68.0,6,6,0
perez,58.0,7,7,0
ocon,55.0,8,8,0
sainz,36.0,9,9,0
hulkenberg,34.0,10,10,0
massa,31.0,11,11,0
stroll,24.0,12,12,0
grosjean,24.0,13,13,0
kevin_magnussen,11.0,14,14,0
alonso,10.0,15,15,0
wehrlein,5.0,16,16,0
kvyat,4.0,17,17,0
vandoorne,1.0,18,18,0
jolyon_palmer,0.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
resta,0.0,23,23,0
hamilton,263.0,1,1,7
vettel,235.0,2,2,4
bottas,212.0,3,3,2
ricciardo,162.0,4,4,1
raikkonen,138.0,5,5,0
max_verstappen,68.0,6,6,0
perez,68.0,7,7,0
ocon,56.0,8,8,0
sainz,48.0,9,9,0
hulkenberg,34.0,10,10,0
massa,31.0,11,11,0
stroll,28.0,12,12,0
grosjean,26.0,13,13,0
kevin_magnussen,11.0,14,14,0
alonso,10.0,15,15,0
jolyon_palmer,8.0,16,16,0
vandoorne,7.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,4.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
button,0.0,22,22,0
resta,0.0,23,23,0
hamilton,281.0,1,1,7
vettel,247.0,2,2,4
bottas,222.0,3,3,2
ricciardo,177.0,4,4,1
raikkonen,138.0,5,5,0
max_verstappen,93.0,6,6,1
perez,76.0,7,7,0
ocon,57.0,8,8,0
sainz,48.0,9,9,0
hulkenberg,34.0,10,10,0
massa,33.0,11,11,0
stroll,32.0,12,12,0
grosjean,26.0,13,13,0
vandoorne,13.0,14,14,0
kevin_magnussen,11.0,15,15,0
alonso,10.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,4.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
gasly,0.0,22,22,0
button,0.0,23,23,0
resta,0.0,24,24,0
hamilton,306.0,1,1,8
vettel,247.0,2,2,4
bottas,234.0,3,3,2
ricciardo,192.0,4,4,1
raikkonen,148.0,5,5,0
max_verstappen,111.0,6,6,1
perez,82.0,7,7,0
ocon,65.0,8,8,0
sainz,48.0,9,9,0
hulkenberg,34.0,10,10,0
massa,34.0,11,11,0
stroll,32.0,12,12,0
grosjean,28.0,13,13,0
kevin_magnussen,15.0,14,14,0
vandoorne,13.0,15,15,0
alonso,10.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,4.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
gasly,0.0,22,22,0
button,0.0,23,23,0
resta,0.0,24,24,0
hamilton,331.0,1,1,9
vettel,265.0,2,2,4
bottas,244.0,3,3,2
ricciardo,192.0,4,4,1
raikkonen,163.0,5,5,0
max_verstappen,123.0,6,6,1
perez,86.0,7,7,0
ocon,73.0,8,8,0
sainz,54.0,9,9,0
massa,36.0,10,10,0
hulkenberg,34.0,11,11,0
stroll,32.0,12,12,0
grosjean,28.0,13,13,0
kevin_magnussen,15.0,14,14,0
vandoorne,13.0,15,15,0
alonso,10.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,5.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
gasly,0.0,22,22,0
brendon_hartley,0.0,23,23,0
button,0.0,24,24,0
resta,0.0,25,25,0
hamilton,333.0,1,1,9
vettel,277.0,2,2,4
bottas,262.0,3,3,2
ricciardo,192.0,4,4,1
raikkonen,178.0,5,5,0
max_verstappen,148.0,6,6,2
perez,92.0,7,7,0
ocon,83.0,8,8,0
sainz,54.0,9,9,0
stroll,40.0,10,10,0
massa,36.0,11,11,0
hulkenberg,34.0,12,12,0
grosjean,28.0,13,13,0
kevin_magnussen,19.0,14,14,0
vandoorne,13.0,15,15,0
alonso,11.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,5.0,19,19,0
ericsson,0.0,20,20,0
giovinazzi,0.0,21,21,0
gasly,0.0,22,22,0
brendon_hartley,0.0,23,23,0
button,0.0,24,24,0
resta,0.0,25,25,0
hamilton,345.0,1,1,9
vettel,302.0,2,2,5
bottas,280.0,3,3,2
ricciardo,200.0,4,4,1
raikkonen,193.0,5,5,0
max_verstappen,158.0,6,6,2
perez,94.0,7,7,0
ocon,83.0,8,8,0
sainz,54.0,9,9,0
massa,42.0,10,10,0
stroll,40.0,11,11,0
hulkenberg,35.0,12,12,0
grosjean,28.0,13,13,0
kevin_magnussen,19.0,14,14,0
alonso,15.0,15,15,0
vandoorne,13.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,5.0,19,19,0
ericsson,0.0,20,20,0
gasly,0.0,21,21,0
giovinazzi,0.0,22,22,0
brendon_hartley,0.0,23,23,0
button,0.0,24,24,0
resta,0.0,25,25,0
hamilton,363.0,1,1,9
vettel,317.0,2,2,5
bottas,305.0,3,3,3
raikkonen,205.0,4,4,0
ricciardo,200.0,5,5,1
max_verstappen,168.0,6,6,2
perez,100.0,7,7,0
ocon,87.0,8,8,0
sainz,54.0,9,9,0
hulkenberg,43.0,10,10,0
massa,43.0,11,11,0
stroll,40.0,12,12,0
grosjean,28.0,13,13,0
kevin_magnussen,19.0,14,14,0
alonso,17.0,15,15,0
vandoorne,13.0,16,16,0
jolyon_palmer,8.0,17,17,0
wehrlein,5.0,18,18,0
kvyat,5.0,19,19,0
ericsson,0.0,20,20,0
gasly,0.0,21,21,0
giovinazzi,0.0,22,22,0
brendon_hartley,0.0,23,23,0
button,0.0,24,24,0
resta,0.0,25,25,0
vettel,25.0,1,1,1
hamilton,18.0,2,2,0
raikkonen,15.0,3,3,0
ricciardo,12.0,4,4,0
alonso,10.0,5,5,0
max_verstappen,8.0,6,6,0
hulkenberg,6.0,7,7,0
bottas,4.0,8,8,0
vandoorne,2.0,9,9,0
sainz,1.0,10,10,0
perez,0.0,11,11,0
ocon,0.0,12,12,0
leclerc,0.0,13,13,0
stroll,0.0,14,14,0
brendon_hartley,0.0,15,15,0
grosjean,0.0,16,16,0
kevin_magnussen,0.0,17,17,0
gasly,0.0,18,18,0
ericsson,0.0,19,19,0
sirotkin,0.0,20,20,0
vettel,50.0,1,1,2
hamilton,33.0,2,2,0
bottas,22.0,3,3,0
alonso,16.0,4,4,0
raikkonen,15.0,5,5,0
hulkenberg,14.0,6,6,0
gasly,12.0,7,7,0
ricciardo,12.0,8,8,0
kevin_magnussen,10.0,9,9,0
max_verstappen,8.0,10,10,0
vandoorne,6.0,11,11,0
ericsson,2.0,12,12,0
sainz,1.0,13,13,0
ocon,1.0,14,14,0
perez,0.0,15,15,0
leclerc,0.0,16,16,0
grosjean,0.0,17,17,0
stroll,0.0,18,18,0
brendon_hartley,0.0,19,19,0
sirotkin,0.0,20,20,0
vettel,54.0,1,1,2
hamilton,45.0,2,2,0
bottas,40.0,3,3,0
ricciardo,37.0,4,4,1
raikkonen,30.0,5,5,0
alonso,22.0,6,6,0
hulkenberg,22.0,7,7,0
max_verstappen,18.0,8,8,0
gasly,12.0,9,9,0
kevin_magnussen,11.0,10,10,0
vandoorne,6.0,11,11,0
sainz,3.0,12,12,0
ericsson,2.0,13,13,0
ocon,1.0,14,14,0
perez,0.0,15,15,0
leclerc,0.0,16,16,0
grosjean,0.0,17,17,0
stroll,0.0,18,18,0
sirotkin,0.0,19,19,0
brendon_hartley,0.0,20,20,0
hamilton,70.0,1,1,1
vettel,66.0,2,2,2
raikkonen,48.0,3,3,0
bottas,40.0,4,4,0
ricciardo,37.0,5,5,1
alonso,28.0,6,6,0
hulkenberg,22.0,7,7,0
max_verstappen,18.0,8,8,0
perez,15.0,9,9,0
sainz,13.0,10,10,0
gasly,12.0,11,11,0
kevin_magnussen,11.0,12,12,0
leclerc,8.0,13,13,0
vandoorne,8.0,14,14,0
stroll,4.0,15,15,0
ericsson,2.0,16,16,0
ocon,1.0,17,17,0
brendon_hartley,1.0,18,18,0
grosjean,0.0,19,19,0
sirotkin,0.0,20,20,0
hamilton,95.0,1,1,2
vettel,78.0,2,2,2
bottas,58.0,3,3,0
raikkonen,48.0,4,4,0
ricciardo,47.0,5,5,1
max_verstappen,33.0,6,6,0
alonso,32.0,7,7,0
hulkenberg,22.0,8,8,0
kevin_magnussen,19.0,9,9,0
sainz,19.0,10,10,0
perez,17.0,11,11,0
gasly,12.0,12,12,0
leclerc,9.0,13,13,0
vandoorne,8.0,14,14,0
stroll,4.0,15,15,0
ericsson,2.0,16,16,0
ocon,1.0,17,17,0
brendon_hartley,1.0,18,18,0
grosjean,0.0,19,19,0
sirotkin,0.0,20,20,0
hamilton,110.0,1,1,2
vettel,96.0,2,2,2
ricciardo,72.0,3,3,2
bottas,68.0,4,4,0
